Pose_name,PDBCode,Ligand no.,Pose_no,rmsd,label_models_58,Use_in_models_58,number
5g5v_rdkit_ligand_03,PDB_5g5v,4131,3,1.70178488,1,1,20276
5g5v_rdkit_ligand_06,PDB_5g5v,4131,6,1.1379912,1,1,20277
5g5v_rdkit_ligand_12,PDB_5g5v,4131,12,1.444908081,1,1,20278
5g5v_rdkit_ligand_14,PDB_5g5v,4131,14,9.461920245,0,1,20279
5g5v_rdkit_ligand_18,PDB_5g5v,4131,18,7.087690207,0,1,20280
5g5v_rdkit_ligand_19,PDB_5g5v,4131,19,9.028301223,0,1,20281
5g5w_rdkit_ligand_01,PDB_5g5w,4132,1,0.320046919,1,1,20282
5g5w_rdkit_ligand_02,PDB_5g5w,4132,2,11.98176257,0,1,20283
5g5w_rdkit_ligand_03,PDB_5g5w,4132,3,1.793621316,1,1,20284
5g5w_rdkit_ligand_04,PDB_5g5w,4132,4,1.802384103,1,1,20285
5g5w_rdkit_ligand_07,PDB_5g5w,4132,7,1.021238048,1,1,20286
5g5w_rdkit_ligand_15,PDB_5g5w,4132,15,12.87461649,0,1,20287
5g5w_rdkit_ligand_17,PDB_5g5w,4132,17,11.4178009,0,1,20288
5g5z_rdkit_ligand_01,PDB_5g5z,4133,1,4.80094809,0,1,20289
5g5z_rdkit_ligand_04,PDB_5g5z,4133,4,6.013756069,0,1,20290
5g5z_rdkit_ligand_06,PDB_5g5z,4133,6,6.875711268,0,1,20291
5ggn_rdkit_ligand_01,PDB_5ggn,4134,1,8.212411831,0,1,20292
5ggn_rdkit_ligand_02,PDB_5ggn,4134,2,8.081576311,0,1,20293
5ggn_rdkit_ligand_03,PDB_5ggn,4134,3,7.135856936,0,1,20294
5gj9_rdkit_ligand_09,PDB_5gj9,4135,9,1.513449408,1,1,20295
5gj9_rdkit_ligand_13,PDB_5gj9,4135,13,0.887759101,1,1,20296
5gj9_rdkit_ligand_20,PDB_5gj9,4135,20,5.908571147,0,1,20297
5gja_rdkit_ligand_09,PDB_5gja,4136,9,0.93726031,1,1,20298
5gja_rdkit_ligand_11,PDB_5gja,4136,11,1.557913526,1,1,20299
5gja_rdkit_ligand_13,PDB_5gja,4136,13,7.382149175,0,1,20300
5gjo_rdkit_ligand_01,PDB_5gjo,4137,1,0.698073868,1,1,20301
5gjo_rdkit_ligand_02,PDB_5gjo,4137,2,0.727028455,1,1,20302
5gjo_rdkit_ligand_03,PDB_5gjo,4137,3,0.69798724,1,1,20303
5gjo_rdkit_ligand_04,PDB_5gjo,4137,4,5.952549937,0,1,20304
5gjo_rdkit_ligand_07,PDB_5gjo,4137,7,1.393251794,1,1,20305
5gjo_rdkit_ligand_08,PDB_5gjo,4137,8,5.84791163,0,1,20306
5gjo_rdkit_ligand_10,PDB_5gjo,4137,10,4.500226578,0,1,20307
5gmh_rdkit_ligand_01,PDB_5gmh,4138,1,0.877583292,1,1,20308
5gmh_rdkit_ligand_03,PDB_5gmh,4138,3,6.300480886,0,1,20309
5gmh_rdkit_ligand_05,PDB_5gmh,4138,5,6.356777981,0,1,20310
5gmh_rdkit_ligand_07,PDB_5gmh,4138,7,5.257299861,0,1,20311
5gmn_rdkit_ligand_03,PDB_5gmn,4139,3,0.824010947,1,1,20312
5gmn_rdkit_ligand_05,PDB_5gmn,4139,5,1.573613815,1,1,20313
5gmn_rdkit_ligand_07,PDB_5gmn,4139,7,5.58413161,0,1,20314
5gmn_rdkit_ligand_08,PDB_5gmn,4139,8,1.834609364,1,1,20315
5gmn_rdkit_ligand_10,PDB_5gmn,4139,10,1.908855699,1,1,20316
5gmn_rdkit_ligand_11,PDB_5gmn,4139,11,6.886018478,0,1,20317
5gmn_rdkit_ligand_14,PDB_5gmn,4139,14,7.025726303,0,1,20318
5gof_rdkit_ligand_01,PDB_5gof,4140,1,11.26730445,0,1,20319
5gof_rdkit_ligand_02,PDB_5gof,4140,2,11.48973376,0,1,20320
5gof_rdkit_ligand_03,PDB_5gof,4140,3,11.5909591,0,1,20321
5gsa_rdkit_ligand_01,PDB_5gsa,4141,1,0.356884381,1,1,20322
5gsa_rdkit_ligand_04,PDB_5gsa,4141,4,8.846490028,0,1,20323
5gsa_rdkit_ligand_06,PDB_5gsa,4141,6,8.276870035,0,1,20324
5gsa_rdkit_ligand_07,PDB_5gsa,4141,7,8.435458448,0,1,20325
5gub_rdkit_ligand_01,PDB_5gub,4142,1,5.64306109,0,1,20326
5gub_rdkit_ligand_02,PDB_5gub,4142,2,1.251009346,1,1,20327
5gub_rdkit_ligand_05,PDB_5gub,4142,5,5.997408617,0,1,20328
5gub_rdkit_ligand_06,PDB_5gub,4142,6,5.645968548,0,1,20329
5guf_rdkit_ligand_01,PDB_5guf,4143,1,6.196921906,0,1,20330
5guf_rdkit_ligand_02,PDB_5guf,4143,2,6.177941014,0,1,20331
5guf_rdkit_ligand_03,PDB_5guf,4143,3,7.569119242,0,1,20332
5guf_rdkit_ligand_09,PDB_5guf,4143,9,1.485487253,0,1,20333
5guf_rdkit_ligand_14,PDB_5guf,4143,14,1.258428755,0,1,20334
5gvl_rdkit_ligand_01,PDB_5gvl,4144,1,0.915656595,1,1,20335
5gvl_rdkit_ligand_02,PDB_5gvl,4144,2,0.928563487,1,1,20336
5gvl_rdkit_ligand_03,PDB_5gvl,4144,3,1.920279954,1,1,20337
5gvl_rdkit_ligand_04,PDB_5gvl,4144,4,5.707819159,0,1,20338
5gvl_rdkit_ligand_05,PDB_5gvl,4144,5,5.803629851,0,1,20339
5gvl_rdkit_ligand_06,PDB_5gvl,4144,6,5.677094728,0,1,20340
5gwe_rdkit_ligand_01,PDB_5gwe,4145,1,1.676932815,0,1,20341
5gwe_rdkit_ligand_02,PDB_5gwe,4145,2,1.700897165,0,1,20342
5gwe_rdkit_ligand_03,PDB_5gwe,4145,3,1.681866845,0,1,20343
5gwe_rdkit_ligand_04,PDB_5gwe,4145,4,1.653622539,0,1,20344
5gwe_rdkit_ligand_05,PDB_5gwe,4145,5,1.682074216,0,1,20345
5gwe_rdkit_ligand_13,PDB_5gwe,4145,13,5.250189703,0,1,20346
5gwe_rdkit_ligand_14,PDB_5gwe,4145,14,5.477794644,0,1,20347
5gwe_rdkit_ligand_15,PDB_5gwe,4145,15,5.47609782,0,1,20348
5h1t_rdkit_ligand_01,PDB_5h1t,4146,1,4.501183504,0,1,20349
5h1t_rdkit_ligand_02,PDB_5h1t,4146,2,4.864155521,0,1,20350
5h1t_rdkit_ligand_03,PDB_5h1t,4146,3,0.806012696,0,1,20351
5h1t_rdkit_ligand_06,PDB_5h1t,4146,6,6.581666045,0,1,20352
5h1u_rdkit_ligand_01,PDB_5h1u,4147,1,1.716359251,0,1,20353
5h1u_rdkit_ligand_04,PDB_5h1u,4147,4,1.147935672,0,1,20354
5h1u_rdkit_ligand_05,PDB_5h1u,4147,5,5.470478885,0,1,20355
5h1u_rdkit_ligand_07,PDB_5h1u,4147,7,5.485512395,0,1,20356
5h1u_rdkit_ligand_08,PDB_5h1u,4147,8,1.539609516,0,1,20357
5h1u_rdkit_ligand_09,PDB_5h1u,4147,9,5.354243285,0,1,20358
5h1u_rdkit_ligand_13,PDB_5h1u,4147,13,0.60603167,0,1,20359
5h1v_rdkit_ligand_01,PDB_5h1v,4148,1,0.887357613,0,1,20360
5h1v_rdkit_ligand_04,PDB_5h1v,4148,4,1.398556637,0,1,20361
5h1v_rdkit_ligand_05,PDB_5h1v,4148,5,6.288711977,0,1,20362
5h1v_rdkit_ligand_06,PDB_5h1v,4148,6,6.509308939,0,1,20363
5h1v_rdkit_ligand_08,PDB_5h1v,4148,8,6.295687196,0,1,20364
5h1v_rdkit_ligand_10,PDB_5h1v,4148,10,1.272701458,0,1,20365
5h1v_rdkit_ligand_16,PDB_5h1v,4148,16,1.285287361,0,1,20366
5h1v_rdkit_ligand_18,PDB_5h1v,4148,18,1.787184173,0,1,20367
5h4j_rdkit_ligand_01,PDB_5h4j,4149,1,6.231239078,0,1,20368
5h4j_rdkit_ligand_03,PDB_5h4j,4149,3,4.962627159,0,1,20369
5h4j_rdkit_ligand_04,PDB_5h4j,4149,4,6.028896529,0,1,20370
5h5o_rdkit_ligand_01,PDB_5h5o,4150,1,9.320996555,0,1,20371
5h5o_rdkit_ligand_02,PDB_5h5o,4150,2,9.470567852,0,1,20372
5h5o_rdkit_ligand_03,PDB_5h5o,4150,3,8.6615163,0,1,20373
5h85_rdkit_ligand_01,PDB_5h85,4151,1,7.581312605,0,1,20374
5h85_rdkit_ligand_02,PDB_5h85,4151,2,7.42537236,0,1,20375
5h85_rdkit_ligand_03,PDB_5h85,4151,3,7.605137579,0,1,20376
5h8e_rdkit_ligand_03,PDB_5h8e,4152,3,5.016266061,0,1,20377
5h8e_rdkit_ligand_04,PDB_5h8e,4152,4,4.621423716,0,1,20378
5h8e_rdkit_ligand_06,PDB_5h8e,4152,6,5.046025833,0,1,20379
5h8e_rdkit_ligand_07,PDB_5h8e,4152,7,1.133715374,1,1,20380
5h8g_rdkit_ligand_01,PDB_5h8g,4153,1,0.935110591,1,1,20381
5h8g_rdkit_ligand_08,PDB_5h8g,4153,8,8.807086764,0,1,20382
5h8g_rdkit_ligand_09,PDB_5h8g,4153,9,5.787284874,0,1,20383
5h8g_rdkit_ligand_10,PDB_5h8g,4153,10,9.986018779,0,1,20384
5h9p_rdkit_ligand_01,PDB_5h9p,4154,1,8.591817929,0,1,20385
5h9p_rdkit_ligand_02,PDB_5h9p,4154,2,9.053972106,0,1,20386
5h9p_rdkit_ligand_03,PDB_5h9p,4154,3,7.973248606,0,1,20387
5h9q_rdkit_ligand_01,PDB_5h9q,4155,1,5.626793518,0,1,20388
5h9q_rdkit_ligand_02,PDB_5h9q,4155,2,5.114080139,0,1,20389
5h9q_rdkit_ligand_03,PDB_5h9q,4155,3,4.781667919,0,1,20390
5h9r_rdkit_ligand_01,PDB_5h9r,4156,1,5.535144108,0,1,20391
5h9r_rdkit_ligand_02,PDB_5h9r,4156,2,10.56673944,0,1,20392
5h9r_rdkit_ligand_03,PDB_5h9r,4156,3,12.04889706,0,1,20393
5ha1_rdkit_ligand_02,PDB_5ha1,4157,2,0.980353726,1,1,20394
5ha1_rdkit_ligand_05,PDB_5ha1,4157,5,1.102383651,1,1,20395
5ha1_rdkit_ligand_07,PDB_5ha1,4157,7,1.480704691,1,1,20396
5ha1_rdkit_ligand_12,PDB_5ha1,4157,12,1.889573497,1,1,20397
5ha1_rdkit_ligand_13,PDB_5ha1,4157,13,1.766608979,1,1,20398
5ha1_rdkit_ligand_14,PDB_5ha1,4157,14,8.905609618,0,1,20399
5ha1_rdkit_ligand_15,PDB_5ha1,4157,15,8.687340861,0,1,20400
5ha1_rdkit_ligand_16,PDB_5ha1,4157,16,8.77500483,0,1,20401
5hbn_rdkit_ligand_01,PDB_5hbn,4158,1,5.806229349,0,1,20402
5hbn_rdkit_ligand_02,PDB_5hbn,4158,2,4.94986359,0,1,20403
5hbn_rdkit_ligand_03,PDB_5hbn,4158,3,6.827906936,0,1,20404
5hbn_rdkit_ligand_09,PDB_5hbn,4158,9,1.598626227,1,1,20405
5hbn_rdkit_ligand_13,PDB_5hbn,4158,13,1.815914697,1,1,20406
5hbn_rdkit_ligand_17,PDB_5hbn,4158,17,1.932249628,1,1,20407
5hbs_rdkit_ligand_01,PDB_5hbs,4159,1,0.794726338,1,1,20408
5hbs_rdkit_ligand_02,PDB_5hbs,4159,2,1.426769411,1,1,20409
5hbs_rdkit_ligand_08,PDB_5hbs,4159,8,1.91737288,1,1,20410
5hbs_rdkit_ligand_11,PDB_5hbs,4159,11,8.832965147,0,1,20411
5hbs_rdkit_ligand_12,PDB_5hbs,4159,12,8.905579166,0,1,20412
5hbs_rdkit_ligand_13,PDB_5hbs,4159,13,9.064633573,0,1,20413
5hct_rdkit_ligand_03,PDB_5hct,4160,3,1.637433676,1,1,20414
5hct_rdkit_ligand_06,PDB_5hct,4160,6,7.223839699,0,1,20415
5hct_rdkit_ligand_07,PDB_5hct,4160,7,6.283426978,0,1,20416
5hct_rdkit_ligand_08,PDB_5hct,4160,8,6.553214955,0,1,20417
5hct_rdkit_ligand_11,PDB_5hct,4160,11,1.727951207,1,1,20418
5hcv_rdkit_ligand_01,PDB_5hcv,4161,1,7.28898301,0,1,20419
5hcv_rdkit_ligand_02,PDB_5hcv,4161,2,1.977138453,1,1,20420
5hcv_rdkit_ligand_03,PDB_5hcv,4161,3,7.262167666,0,1,20421
5hcy_rdkit_ligand_01,PDB_5hcy,4162,1,10.73225637,0,1,20422
5hcy_rdkit_ligand_02,PDB_5hcy,4162,2,10.69812145,0,1,20423
5hcy_rdkit_ligand_03,PDB_5hcy,4162,3,9.796993919,0,1,20424
5hi5_rdkit_ligand_01,PDB_5hi5,4163,1,9.779350497,0,1,20425
5hi5_rdkit_ligand_02,PDB_5hi5,4163,2,13.51458411,0,1,20426
5hi5_rdkit_ligand_03,PDB_5hi5,4163,3,9.622144333,0,1,20427
5hi7_rdkit_ligand_01,PDB_5hi7,4164,1,1.733470399,1,1,20428
5hi7_rdkit_ligand_02,PDB_5hi7,4164,2,1.847647339,1,1,20429
5hi7_rdkit_ligand_03,PDB_5hi7,4164,3,4.930929093,0,1,20430
5hi7_rdkit_ligand_04,PDB_5hi7,4164,4,4.881756241,0,1,20431
5hi7_rdkit_ligand_05,PDB_5hi7,4164,5,1.141671102,1,1,20432
5hi7_rdkit_ligand_07,PDB_5hi7,4164,7,4.744421346,0,1,20433
5his_rdkit_ligand_06,PDB_5his,4165,6,1.963019952,1,1,20434
5his_rdkit_ligand_13,PDB_5his,4165,13,0.828478928,1,1,20435
5his_rdkit_ligand_16,PDB_5his,4165,16,1.99443615,1,1,20436
5hjq_rdkit_ligand_01,PDB_5hjq,4166,1,6.373552032,0,1,20437
5hjq_rdkit_ligand_02,PDB_5hjq,4166,2,5.710065685,0,1,20438
5hjq_rdkit_ligand_03,PDB_5hjq,4166,3,5.978212149,0,1,20439
5hr5_rdkit_ligand_01,PDB_5hr5,4167,1,5.884649724,0,1,20440
5hr5_rdkit_ligand_02,PDB_5hr5,4167,2,6.16914132,0,1,20441
5hr5_rdkit_ligand_03,PDB_5hr5,4167,3,6.205077457,0,1,20442
5hrv_rdkit_ligand_01,PDB_5hrv,4168,1,0.304842992,1,1,20443
5hrv_rdkit_ligand_04,PDB_5hrv,4168,4,5.319218158,0,1,20444
5hrv_rdkit_ligand_06,PDB_5hrv,4168,6,5.425250086,0,1,20445
5hrv_rdkit_ligand_07,PDB_5hrv,4168,7,1.899439473,1,1,20446
5hrv_rdkit_ligand_11,PDB_5hrv,4168,11,5.727415211,0,1,20447
5hrv_rdkit_ligand_19,PDB_5hrv,4168,19,1.865049212,1,1,20448
5hrw_rdkit_ligand_01,PDB_5hrw,4169,1,0.849343726,1,1,20449
5hrw_rdkit_ligand_05,PDB_5hrw,4169,5,5.587908895,0,1,20450
5hrw_rdkit_ligand_06,PDB_5hrw,4169,6,5.802792892,0,1,20451
5hrw_rdkit_ligand_07,PDB_5hrw,4169,7,0.690933384,1,1,20452
5hrw_rdkit_ligand_09,PDB_5hrw,4169,9,5.008848247,0,1,20453
5hrx_rdkit_ligand_01,PDB_5hrx,4170,1,1.287811688,1,1,20454
5hrx_rdkit_ligand_05,PDB_5hrx,4170,5,5.209506247,0,1,20455
5hrx_rdkit_ligand_08,PDB_5hrx,4170,8,6.142256598,0,1,20456
5hrx_rdkit_ligand_09,PDB_5hrx,4170,9,6.273099903,0,1,20457
5hrx_rdkit_ligand_11,PDB_5hrx,4170,11,1.114521272,1,1,20458
5hrx_rdkit_ligand_14,PDB_5hrx,4170,14,1.161391479,1,1,20459
5htz_rdkit_ligand_01,PDB_5htz,4171,1,8.007574304,0,1,20460
5htz_rdkit_ligand_02,PDB_5htz,4171,2,8.092440587,0,1,20461
5htz_rdkit_ligand_03,PDB_5htz,4171,3,7.733743857,0,1,20462
5hu9_rdkit_ligand_01,PDB_5hu9,4172,1,1.054843425,1,1,20463
5hu9_rdkit_ligand_02,PDB_5hu9,4172,2,12.7549374,0,1,20464
5hu9_rdkit_ligand_03,PDB_5hu9,4172,3,11.96547969,0,1,20465
5hu9_rdkit_ligand_04,PDB_5hu9,4172,4,12.38627918,0,1,20466
5hu9_rdkit_ligand_09,PDB_5hu9,4172,9,1.429865517,1,1,20467
5hv0_rdkit_ligand_01,PDB_5hv0,4173,1,1.628998373,1,1,20468
5hv0_rdkit_ligand_02,PDB_5hv0,4173,2,1.612665185,1,1,20469
5hv0_rdkit_ligand_03,PDB_5hv0,4173,3,1.605227803,1,1,20470
5hv0_rdkit_ligand_04,PDB_5hv0,4173,4,4.780642342,0,1,20471
5hv0_rdkit_ligand_05,PDB_5hv0,4173,5,4.754780395,0,1,20472
5hv0_rdkit_ligand_06,PDB_5hv0,4173,6,4.733514424,0,1,20473
5hv0_rdkit_ligand_09,PDB_5hv0,4173,9,0.495252663,1,1,20474
5hv0_rdkit_ligand_10,PDB_5hv0,4173,10,0.501310882,1,1,20475
5hva_rdkit_ligand_18,PDB_5hva,4174,18,1.529074417,1,1,20476
5hvs_rdkit_ligand_04,PDB_5hvs,4175,4,1.898120729,1,1,20477
5hvs_rdkit_ligand_05,PDB_5hvs,4175,5,4.613651072,0,1,20478
5hvs_rdkit_ligand_11,PDB_5hvs,4175,11,4.728893791,0,1,20479
5hvs_rdkit_ligand_13,PDB_5hvs,4175,13,1.795841476,1,1,20480
5hvs_rdkit_ligand_15,PDB_5hvs,4175,15,6.178560254,0,1,20481
5hvt_rdkit_ligand_01,PDB_5hvt,4176,1,0.390683504,1,1,20482
5hvt_rdkit_ligand_02,PDB_5hvt,4176,2,1.246549899,1,1,20483
5hvt_rdkit_ligand_05,PDB_5hvt,4176,5,7.14311662,0,1,20484
5hvt_rdkit_ligand_07,PDB_5hvt,4176,7,7.435016227,0,1,20485
5hvt_rdkit_ligand_08,PDB_5hvt,4176,8,7.45683169,0,1,20486
5hwu_rdkit_ligand_05,PDB_5hwu,4177,5,1.648227403,1,1,20487
5hwu_rdkit_ligand_12,PDB_5hwu,4177,12,1.202991539,1,1,20488
5hwu_rdkit_ligand_13,PDB_5hwu,4177,13,1.480478241,1,1,20489
5hwu_rdkit_ligand_15,PDB_5hwu,4177,15,1.968616029,1,1,20490
5hwu_rdkit_ligand_16,PDB_5hwu,4177,16,4.724271671,0,1,20491
5hwv_rdkit_ligand_05,PDB_5hwv,4178,5,0.561400163,1,1,20492
5hwv_rdkit_ligand_06,PDB_5hwv,4178,6,0.526148404,1,1,20493
5hwv_rdkit_ligand_09,PDB_5hwv,4178,9,1.572236351,1,1,20494
5hwv_rdkit_ligand_14,PDB_5hwv,4178,14,1.602092159,1,1,20495
5hwv_rdkit_ligand_15,PDB_5hwv,4178,15,1.431244863,1,1,20496
5hz5_rdkit_ligand_01,PDB_5hz5,4179,1,0.406582095,1,1,20497
5hz5_rdkit_ligand_02,PDB_5hz5,4179,2,5.378178668,0,1,20498
5hz5_rdkit_ligand_03,PDB_5hz5,4179,3,5.280282947,0,1,20499
5hz5_rdkit_ligand_04,PDB_5hz5,4179,4,5.114538842,0,1,20500
5hz5_rdkit_ligand_07,PDB_5hz5,4179,7,0.783906039,1,1,20501
5hz6_rdkit_ligand_01,PDB_5hz6,4180,1,0.422661348,1,1,20502
5hz6_rdkit_ligand_02,PDB_5hz6,4180,2,5.470284868,0,1,20503
5hz6_rdkit_ligand_03,PDB_5hz6,4180,3,5.257179102,0,1,20504
5hz6_rdkit_ligand_04,PDB_5hz6,4180,4,5.939621466,0,1,20505
5hz8_rdkit_ligand_01,PDB_5hz8,4181,1,0.496494489,1,1,20506
5hz8_rdkit_ligand_02,PDB_5hz8,4181,2,0.608725688,1,1,20507
5hz8_rdkit_ligand_03,PDB_5hz8,4181,3,5.470015695,0,1,20508
5hz8_rdkit_ligand_04,PDB_5hz8,4181,4,5.626527951,0,1,20509
5hz8_rdkit_ligand_06,PDB_5hz8,4181,6,5.582323408,0,1,20510
5hz9_rdkit_ligand_01,PDB_5hz9,4182,1,0.821857073,1,1,20511
5hz9_rdkit_ligand_04,PDB_5hz9,4182,4,0.889828394,1,1,20512
5hz9_rdkit_ligand_06,PDB_5hz9,4182,6,5.018421242,0,1,20513
5hz9_rdkit_ligand_08,PDB_5hz9,4182,8,1.422966101,1,1,20514
5hz9_rdkit_ligand_09,PDB_5hz9,4182,9,4.797249912,0,1,20515
5hz9_rdkit_ligand_11,PDB_5hz9,4182,11,4.877528536,0,1,20516
5i1q_rdkit_ligand_01,PDB_5i1q,4183,1,4.698961149,0,1,20517
5i1q_rdkit_ligand_02,PDB_5i1q,4183,2,1.617999963,1,1,20518
5i1q_rdkit_ligand_03,PDB_5i1q,4183,3,6.361995439,0,1,20519
5i1q_rdkit_ligand_04,PDB_5i1q,4183,4,4.66986052,0,1,20520
5i29_rdkit_ligand_01,PDB_5i29,4184,1,1.114903033,1,1,20521
5i29_rdkit_ligand_03,PDB_5i29,4184,3,6.779455626,0,1,20522
5i29_rdkit_ligand_04,PDB_5i29,4184,4,6.46687751,0,1,20523
5i29_rdkit_ligand_05,PDB_5i29,4184,5,6.096822242,0,1,20524
5i29_rdkit_ligand_08,PDB_5i29,4184,8,1.165977506,1,1,20525
5i29_rdkit_ligand_09,PDB_5i29,4184,9,1.668835604,1,1,20526
5i2e_rdkit_ligand_01,PDB_5i2e,4185,1,1.106888646,1,1,20527
5i2e_rdkit_ligand_02,PDB_5i2e,4185,2,1.524184441,1,1,20528
5i2e_rdkit_ligand_03,PDB_5i2e,4185,3,12.34792737,0,1,20529
5i2e_rdkit_ligand_05,PDB_5i2e,4185,5,11.5020691,0,1,20530
5i2e_rdkit_ligand_06,PDB_5i2e,4185,6,11.69232312,0,1,20531
5i2e_rdkit_ligand_15,PDB_5i2e,4185,15,1.729450126,1,1,20532
5i2f_rdkit_ligand_01,PDB_5i2f,4186,1,8.880807835,0,1,20533
5i2f_rdkit_ligand_02,PDB_5i2f,4186,2,0.893805735,1,1,20534
5i2f_rdkit_ligand_03,PDB_5i2f,4186,3,8.76687067,0,1,20535
5i2f_rdkit_ligand_05,PDB_5i2f,4186,5,9.451439614,0,1,20536
5i3a_rdkit_ligand_01,PDB_5i3a,4187,1,1.960165108,1,1,20537
5i3a_rdkit_ligand_09,PDB_5i3a,4187,9,0.930615119,1,1,20538
5i3a_rdkit_ligand_10,PDB_5i3a,4187,10,0.926294567,1,1,20539
5i3a_rdkit_ligand_11,PDB_5i3a,4187,11,0.912068665,1,1,20540
5i3a_rdkit_ligand_12,PDB_5i3a,4187,12,0.907335522,1,1,20541
5i3v_rdkit_ligand_01,PDB_5i3v,4188,1,4.790503109,0,1,20542
5i3v_rdkit_ligand_02,PDB_5i3v,4188,2,0.678015093,1,1,20543
5i3v_rdkit_ligand_03,PDB_5i3v,4188,3,4.708182147,0,1,20544
5i3v_rdkit_ligand_07,PDB_5i3v,4188,7,5.639372391,0,1,20545
5i3w_rdkit_ligand_03,PDB_5i3w,4189,3,10.03899965,0,1,20546
5i3w_rdkit_ligand_04,PDB_5i3w,4189,4,5.661636982,0,1,20547
5i3w_rdkit_ligand_06,PDB_5i3w,4189,6,10.24979628,0,1,20548
5i3x_rdkit_ligand_01,PDB_5i3x,4190,1,6.576385867,0,1,20549
5i3x_rdkit_ligand_02,PDB_5i3x,4190,2,5.346476901,0,1,20550
5i3x_rdkit_ligand_04,PDB_5i3x,4190,4,7.142275061,0,1,20551
5i3x_rdkit_ligand_06,PDB_5i3x,4190,6,0.790026898,1,1,20552
5i3y_rdkit_ligand_01,PDB_5i3y,4191,1,0.820264313,1,1,20553
5i3y_rdkit_ligand_02,PDB_5i3y,4191,2,7.004835892,0,1,20554
5i3y_rdkit_ligand_04,PDB_5i3y,4191,4,7.377623418,0,1,20555
5i3y_rdkit_ligand_05,PDB_5i3y,4191,5,7.333475552,0,1,20556
5i7a_rdkit_ligand_01,PDB_5i7a,4192,1,4.907911533,0,1,20557
5i7a_rdkit_ligand_02,PDB_5i7a,4192,2,6.475951138,0,1,20558
5i7a_rdkit_ligand_03,PDB_5i7a,4192,3,6.292712331,0,1,20559
5i7a_rdkit_ligand_13,PDB_5i7a,4192,13,1.650190927,1,1,20560
5i7s_rdkit_ligand_01,PDB_5i7s,4193,1,10.53810874,0,1,20561
5i7s_rdkit_ligand_03,PDB_5i7s,4193,3,10.59185036,0,1,20562
5i7s_rdkit_ligand_07,PDB_5i7s,4193,7,5.432677351,0,1,20563
5i7s_rdkit_ligand_10,PDB_5i7s,4193,10,1.864099752,1,1,20564
5i7x_rdkit_ligand_02,PDB_5i7x,4194,2,7.062293447,0,1,20565
5i7x_rdkit_ligand_04,PDB_5i7x,4194,4,6.990657294,0,1,20566
5i7x_rdkit_ligand_05,PDB_5i7x,4194,5,1.257223131,1,1,20567
5i7x_rdkit_ligand_06,PDB_5i7x,4194,6,6.900780628,0,1,20568
5i7x_rdkit_ligand_07,PDB_5i7x,4194,7,0.425815314,1,1,20569
5i7x_rdkit_ligand_09,PDB_5i7x,4194,9,1.75722427,1,1,20570
5i7y_rdkit_ligand_03,PDB_5i7y,4195,3,1.426341754,1,1,20571
5i7y_rdkit_ligand_04,PDB_5i7y,4195,4,0.639453829,1,1,20572
5i7y_rdkit_ligand_10,PDB_5i7y,4195,10,7.267564181,0,1,20573
5i7y_rdkit_ligand_11,PDB_5i7y,4195,11,7.166420088,0,1,20574
5i7y_rdkit_ligand_13,PDB_5i7y,4195,13,7.544436899,0,1,20575
5i80_rdkit_ligand_03,PDB_5i80,4196,3,0.613633737,1,1,20576
5i80_rdkit_ligand_04,PDB_5i80,4196,4,1.439295408,1,1,20577
5i80_rdkit_ligand_05,PDB_5i80,4196,5,7.119634359,0,1,20578
5i80_rdkit_ligand_06,PDB_5i80,4196,6,6.840679269,0,1,20579
5i80_rdkit_ligand_07,PDB_5i80,4196,7,6.862084553,0,1,20580
5i88_rdkit_ligand_03,PDB_5i88,4197,3,0.852715662,1,1,20581
5i88_rdkit_ligand_04,PDB_5i88,4197,4,1.155606663,1,1,20582
5i88_rdkit_ligand_05,PDB_5i88,4197,5,5.242568363,0,1,20583
5i88_rdkit_ligand_06,PDB_5i88,4197,6,1.531173289,1,1,20584
5i88_rdkit_ligand_07,PDB_5i88,4197,7,6.974332559,0,1,20585
5i88_rdkit_ligand_08,PDB_5i88,4197,8,6.940300204,0,1,20586
5i88_rdkit_ligand_18,PDB_5i88,4197,18,1.651498096,1,1,20587
5i8g_rdkit_ligand_01,PDB_5i8g,4198,1,4.851468555,0,1,20588
5i8g_rdkit_ligand_02,PDB_5i8g,4198,2,8.015506067,0,1,20589
5i8g_rdkit_ligand_03,PDB_5i8g,4198,3,1.074240325,1,1,20590
5i8g_rdkit_ligand_04,PDB_5i8g,4198,4,8.021343967,0,1,20591
5i9x_rdkit_ligand_02,PDB_5i9x,4199,2,9.32945056,0,1,20592
5i9x_rdkit_ligand_04,PDB_5i9x,4199,4,7.221256637,0,1,20593
5i9x_rdkit_ligand_05,PDB_5i9x,4199,5,8.509030569,0,1,20594
5i9y_rdkit_ligand_01,PDB_5i9y,4200,1,4.530928248,0,1,20595
5i9y_rdkit_ligand_02,PDB_5i9y,4200,2,4.806132229,0,1,20596
5i9y_rdkit_ligand_03,PDB_5i9y,4200,3,4.767926028,0,1,20597
5i9y_rdkit_ligand_04,PDB_5i9y,4200,4,0.643631082,1,1,20598
5i9y_rdkit_ligand_05,PDB_5i9y,4200,5,1.458744967,1,1,20599
5i9y_rdkit_ligand_12,PDB_5i9y,4200,12,1.605669586,1,1,20600
5i9z_rdkit_ligand_01,PDB_5i9z,4201,1,5.872617771,0,1,20601
